2025-10-08 12:12:29 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 12:12:29 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.14s
2025-10-08 12:12:29 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.07s
2025-10-08 12:12:29 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.13s
2025-10-08 12:12:29 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.16s
2025-10-08 12:12:47 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/pelanggan/?skip=0&limit=15
2025-10-08 12:12:47 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 12:12:47 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/harga_layanan
2025-10-08 12:12:47 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 12:12:47 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 307 in 0.01s
2025-10-08 12:12:47 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.11s
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: OPTIONS http://127.0.0.1:8000/langganan/
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'accept': '*/*', 'access-control-request-method': 'GET', 'access-control-request-headers': 'authorization', 'origin': 'http://localhost:3000', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'sec-fetch-mode': 'cors', 'sec-fetch-site': 'cross-site', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: OPTIONS http://127.0.0.1:8000/paket_layanan/
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'accept': '*/*', 'access-control-request-method': 'GET', 'access-control-request-headers': 'authorization', 'origin': 'http://localhost:3000', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'sec-fetch-mode': 'cors', 'sec-fetch-site': 'cross-site', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: OPTIONS http://127.0.0.1:8000/langganan/count
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'accept': '*/*', 'access-control-request-method': 'GET', 'access-control-request-headers': 'authorization', 'origin': 'http://localhost:3000', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'sec-fetch-mode': 'cors', 'sec-fetch-site': 'cross-site', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: OPTIONS http://127.0.0.1:8000/pelanggan/
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'accept': '*/*', 'access-control-request-method': 'GET', 'access-control-request-headers': 'authorization', 'origin': 'http://localhost:3000', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'sec-fetch-mode': 'cors', 'sec-fetch-site': 'cross-site', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.07s
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.05s
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.06s
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.04s
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/langganan/
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/langganan/count
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/paket_layanan/
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/pelanggan/
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.04s
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.04s
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.06s
2025-10-08 13:47:06 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.05s
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: OPTIONS http://127.0.0.1:8000/data_teknis/?skip=0&limit=15
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'accept': '*/*', 'access-control-request-method': 'GET', 'access-control-request-headers': 'authorization', 'origin': 'http://localhost:3000', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'sec-fetch-mode': 'cors', 'sec-fetch-site': 'cross-site', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: OPTIONS http://127.0.0.1:8000/odp/
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'accept': '*/*', 'access-control-request-method': 'GET', 'access-control-request-headers': 'authorization', 'origin': 'http://localhost:3000', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'sec-fetch-mode': 'cors', 'sec-fetch-site': 'cross-site', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: OPTIONS http://127.0.0.1:8000/mikrotik_servers/
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'accept': '*/*', 'access-control-request-method': 'GET', 'access-control-request-headers': 'authorization', 'origin': 'http://localhost:3000', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'sec-fetch-mode': 'cors', 'sec-fetch-site': 'cross-site', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: OPTIONS http://127.0.0.1:8000/pelanggan/?limit=10000
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'accept': '*/*', 'access-control-request-method': 'GET', 'access-control-request-headers': 'authorization', 'origin': 'http://localhost:3000', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'sec-fetch-mode': 'cors', 'sec-fetch-site': 'cross-site', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/paket_layanan/
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.02s
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.02s
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.02s
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.02s
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/pelanggan/?limit=10000
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/data_teknis/?skip=0&limit=15
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/odp/
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Incoming request: GET http://127.0.0.1:8000/mikrotik_servers/
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Headers: {'host': '127.0.0.1:8000', 'connection': 'keep-alive', 'sec-ch-ua-platform': '"Windows"', 'authorization': '***REDACTED***', 'user-agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0', 'accept': 'application/json, text/plain, */*', 'sec-ch-ua': '"Chromium";v="140", "Not=A?Brand";v="24", "Microsoft Edge";v="140"', 'sec-ch-ua-mobile': '?0', 'origin': 'http://localhost:3000', 'sec-fetch-site': 'cross-site', 'sec-fetch-mode': 'cors', 'sec-fetch-dest': 'empty', 'referer': 'http://localhost:3000/', 'accept-encoding': 'gzip, deflate, br, zstd', 'accept-language': 'en-US,en;q=0.9,id;q=0.8'}
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.10s
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.07s
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.06s
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.09s
2025-10-08 13:47:24 | MIDDLEWARE      | [92mINFO    [0m | log_requests_and_activity | Response status: 200 in 0.11s
2025-10-08 13:52:50 | WEBSOCKET...    | [92mINFO    [0m | disconnect           | User 4 disconnected. Total connections: 0
2025-10-08 13:52:50 | WEBSOCKET...    | [92mINFO    [0m | _heartbeat_loop      | Heartbeat loop ended
2025-10-08 13:59:13 | UVICORN.E...    | [92mINFO    [0m | shutdown             | Shutting down
2025-10-08 13:59:13 | WEBSOCKET       | [92mINFO    [0m | websocket_notifications | WebSocket disconnected for user 4
2025-10-08 13:59:13 | UVICORN.E...    | [92mINFO    [0m | handler              | connection closed
2025-10-08 13:59:14 | UVICORN.E...    | [92mINFO    [0m | shutdown             | Waiting for application shutdown.
2025-10-08 13:59:14 | WEBSOCKET...    | [92mINFO    [0m | cleanup              | WebSocket manager cleaned up
2025-10-08 13:59:14 | SERVICES....    | [92mINFO    [0m | close_all_connections | Cleaning up connections for 17.17.17.2:9729
2025-10-08 13:59:14 | SERVICES....    | [92mINFO    [0m | close_all_connections | Closed pooled connection 17.17.17.2:9729:0 to 17.17.17.2:9729
2025-10-08 13:59:14 | SERVICES....    | [92mINFO    [0m | close_all_connections | Cleaning up connections for 12.12.12.6:9729
2025-10-08 13:59:14 | SERVICES....    | [92mINFO    [0m | close_all_connections | Closed pooled connection 12.12.12.6:9729:0 to 12.12.12.6:9729
2025-10-08 13:59:14 | SERVICES....    | [92mINFO    [0m | close_all_connections | Force cleaned remaining connection 2229438169168
2025-10-08 13:59:14 | SERVICES....    | [92mINFO    [0m | close_all_connections | Force cleaned remaining connection 2229439556944
2025-10-08 13:59:14 | SERVICES....    | [92mINFO    [0m | close_all_connections | Connection cleanup complete. Cleaned 4 connections.
2025-10-08 13:59:14 | APSCHEDUL...    | [92mINFO    [0m | shutdown             | Scheduler has been shut down
2025-10-08 13:59:14 | UVICORN.E...    | [92mINFO    [0m | shutdown             | Application shutdown complete.
2025-10-08 13:59:14 | UVICORN.E...    | [92mINFO    [0m | _serve               | Finished server process [8684]
2025-10-08 13:59:21 | MAIN            | [92mINFO    [0m | setup_logging        | =================================================================
2025-10-08 13:59:21 | MAIN            | [92mINFO    [0m | setup_logging        | Artacom FTTH Billing API Server
2025-10-08 13:59:21 | MAIN            | [92mINFO    [0m | setup_logging        | Log directory: D:\laragon\www\ArtacomFTTHBilling_V2\logs
2025-10-08 13:59:21 | MAIN            | [92mINFO    [0m | setup_logging        | =================================================================
2025-10-08 13:59:24 | UVICORN.E...    | [92mINFO    [0m | _serve               | Started server process [19532]
2025-10-08 13:59:24 | UVICORN.E...    | [92mINFO    [0m | startup              | Waiting for application startup.
2025-10-08 13:59:24 | APSCHEDUL...    | [92mINFO    [0m | start                | Scheduler started
2025-10-08 13:59:24 | MAIN            | [92mINFO    [0m | startup_event        | Application startup complete
2025-10-08 13:59:24 | UVICORN.E...    | [92mINFO    [0m | startup              | Application startup complete.
2025-10-08 13:59:24 | WEBSOCKET       | [92mINFO    [0m | websocket_notifications | ***REDACTED***
2025-10-08 13:59:24 | WEBSOCKET       | [92mINFO    [0m | websocket_notifications | Token received and validated
2025-10-08 13:59:24 | UVICORN.E...    | [92mINFO    [0m | asgi_send            | 127.0.0.1:54853 - "WebSocket ***REDACTED***" [accepted]
2025-10-08 13:59:24 | WEBSOCKET...    | [92mINFO    [0m | connect              | User 4 connected. Total connections: 1
2025-10-08 13:59:24 | WEBSOCKET       | [92mINFO    [0m | websocket_notifications | WebSocket connected for user 4
2025-10-08 13:59:24 | UVICORN.E...    | [92mINFO    [0m | handshake            | connection open
2025-10-08 13:59:24 | WEBSOCKET...    | [92mINFO    [0m | _heartbeat_loop      | Starting WebSocket heartbeat loop
2025-10-08 14:09:59 | UVICORN.E...    | [92mINFO    [0m | shutdown             | Shutting down
2025-10-08 14:09:59 | WEBSOCKET       | [92mINFO    [0m | websocket_notifications | WebSocket disconnected for user 4
2025-10-08 14:09:59 | WEBSOCKET...    | [92mINFO    [0m | disconnect           | User 4 disconnected. Total connections: 0
2025-10-08 14:09:59 | UVICORN.E...    | [92mINFO    [0m | handler              | connection closed
2025-10-08 14:09:59 | UVICORN.E...    | [92mINFO    [0m | shutdown             | Waiting for application shutdown.
2025-10-08 14:10:00 | APSCHEDUL...    | [92mINFO    [0m | shutdown             | Scheduler has been shut down
2025-10-08 14:10:00 | WEBSOCKET...    | [92mINFO    [0m | _heartbeat_loop      | Heartbeat loop cancelled
2025-10-08 14:10:00 | WEBSOCKET...    | [92mINFO    [0m | _heartbeat_loop      | Heartbeat loop ended
2025-10-08 14:10:00 | WEBSOCKET...    | [92mINFO    [0m | cleanup              | WebSocket manager cleaned up
2025-10-08 14:10:00 | SERVICES....    | [92mINFO    [0m | close_all_connections | Connection cleanup complete. Cleaned 0 connections.
2025-10-08 14:10:00 | UVICORN.E...    | [92mINFO    [0m | shutdown             | Application shutdown complete.
2025-10-08 14:10:00 | UVICORN.E...    | [92mINFO    [0m | _serve               | Finished server process [19532]
2025-10-08 14:10:02 | MAIN            | [92mINFO    [0m | setup_logging        | =================================================================
2025-10-08 14:10:02 | MAIN            | [92mINFO    [0m | setup_logging        | Artacom FTTH Billing API Server
2025-10-08 14:10:02 | MAIN            | [92mINFO    [0m | setup_logging        | Log directory: D:\laragon\www\ArtacomFTTHBilling_V2\logs
2025-10-08 14:10:02 | MAIN            | [92mINFO    [0m | setup_logging        | =================================================================
2025-10-08 14:10:04 | UVICORN.E...    | [92mINFO    [0m | _serve               | Started server process [17772]
2025-10-08 14:10:04 | UVICORN.E...    | [92mINFO    [0m | startup              | Waiting for application startup.
2025-10-08 14:10:04 | APSCHEDUL...    | [92mINFO    [0m | start                | Scheduler started
2025-10-08 14:10:04 | MAIN            | [92mINFO    [0m | startup_event        | Application startup complete
2025-10-08 14:10:04 | UVICORN.E...    | [92mINFO    [0m | startup              | Application startup complete.
2025-10-08 14:10:05 | WEBSOCKET       | [92mINFO    [0m | websocket_notifications | ***REDACTED***
2025-10-08 14:10:05 | WEBSOCKET       | [92mINFO    [0m | websocket_notifications | Token received and validated
